7	.	NIL	.	6	.	* )))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, ba(np, lx(np, n, * )	male.n.02	Agent
2	and	GRP	and	4	conj	* 	O	Agent
3	Mary	PER	mary	2	n	lx(np, n, * )))	female.n.02	Agent
4	folded	EPS	fold~up	0	s:dcl\np	ba(s:dcl\np, * 	fold_up.v.01	V
5	up	REL	up	7	((s\np)\(s\np))/np	rp((s\np)\(s\np), fa((s\np)\(s\np), * 	O	Patient
6	the	DEF	the	7	np/n	fa(np, * 	O	Patient
7	flag	CON	flag	4	n	* ))	flag.n.01	Patient
8	.	NIL	.	7	.	* ))))	O	O

1	She	PRO	female	6	np	ba(s:dcl, * 	female.n.02	Theme	Theme
2	went	EPS	go	6	(s:dcl\np)/pp	ba(s:dcl\np, fa(s:dcl\np, * 	go.v.01	V	O
3	into	REL	into	5	pp/np	fa(pp, * 	O	Destination	O
4	the	DEF	the	5	np/n	fa(np, * 	O	Destination	O
5	room	CON	room	2	n	* )))	room.n.01	Destination	O
6	and	COO	and	0	conj	* 	O	O	O
7	lay	EPS	lie	6	(s:dcl\np)/pp	fa(s:dcl\np, * 	lie.v.02	O	V
8	on	REL	on	10	pp/np	fa(pp, * 	O	O	Location
9	the	DEF	the	10	np/n	rp(np, fa(np, * 	O	O	Location
10	bed	CON	bed	7	n	* )	bed.n.02	O	Location
11	.	NIL	.	10	.	* )))))))	O	O	O

1	There	NIL	there	2	np:thr	ba(s:dcl, * 	O	O
2	is	ENS	be	0	(s:dcl\np:thr)/np	ba(s:dcl\np:thr, fa(s:dcl\np:thr, * 	be.v.03	V
3	a	DIS	a	4	np/n	fa(np, * 	O	Theme
4	radio	CON	radio	2	n	* ))	radio.n.02	Theme
5	on	REL	on	7	((s\np)\(s\np))/np	rp((s\np)\(s\np), fa((s\np)\(s\np), * 	O	Location
6	the	DEF	the	7	np/n	fa(np, * 	O	Location
7	table	CON	table	2	n	* ))	table.n.02	Location
8	.	NIL	.	7	.	* ))))	O	O

1	Playing	EXG	play	4	np/np	ba(s:dcl, fa(np, * 	play.v.01	V
2	tennis	CON	tennis	1	n	lx(np, n, * ))	tennis.n.01	Attribute
3	is	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O	Attribute
4	good	IST	good	0	(s:adj\np)/pp	fa(s:adj\np, * 	good.a.05	Attribute
5	for	REL	for	7	pp/np	fa(pp, * 	O	Attribute
6	your	HAS	hearer	7	np/(n/pp)	rp(np, fa(np, * 	O	Attribute
7	health	CON	health	4	n/pp	* )	health.n.01	Attribute
8	.	NIL	.	7	.	* ))))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, ba(np, lx(np, n, * )	male.n.02	Agent
2	and	GRP	and	4	conj	* 	O	Agent
3	Mary	PER	mary	2	n	lx(np, n, * )))	female.n.02	Agent
4	played	EPS	play	0	(s:dcl\np)/np	fa(s:dcl\np, * 	play.v.01	V
5	draughts	CON	draughts	4	n	rp(np, lx(np, n, * )	draughts.n.01	Theme
6	.	NIL	.	5	.	* ))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	fixed	EPS	fix	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	fix.v.01	V
3	it	PRO	entity	2	np	* )	entity.n.01	Patient
4	.	NIL	.	2	.	* )))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Agent
2	boy	CON	boy	3	n	* )	boy.n.01	Agent
3	carved	EPS	carve	0	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, * 	carve.v.02	V
4	his	HAS	male	5	np/(n/pp)	fa(np, * 	male.n.02	Theme
5	name	CON	name	3	n/pp	* ))	name.n.01	Theme
6	in	REL	in	8	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Destination
7	the	DEF	the	8	np/n	rp(np, fa(np, * 	O	Destination
8	tree	CON	tree	3	n	* )	tree.n.01	Destination
9	.	NIL	.	8	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	injured	ROL	injured	4	n	* )	injured.a.01	Theme
3	were	PST	be	4	(s:dcl\np)/(s:pss\np)	fa(s:dcl\np, * 	O	O
4	removed	EXS	remove	0	(s:pss\np)/pp	fa(s:pss\np, * 	remove.v.01	V
5	from	REL	from	7	pp/np	fa(pp, * 	O	Source
6	the	DEF	the	7	np/n	rp(np, fa(np, * 	O	Source
7	scene	CON	scene	4	n	* )	scene.n.01	Source
8	.	NIL	.	7	.	* ))))))	O	O

1	Pineapple	CON	pineapple	3	n	ba(s:dcl, lx(np, n, * )	pineapple.n.02
2	is	NOW	be	3	(s:dcl\np)/(s:adj\np)	rp(s:dcl\np, fa(s:dcl\np, * 	O
3	rich	IST	rich	0	(s:adj\np)/pp	fa(s:adj\np, * 	rich.a.02
4	in	REL	in	5	pp/np	fa(pp, * 	O
5	citric~acid	CON	citric~acid	3	n	lx(np, n, * ))))	citric_acid.n.01
6	.	NIL	.	3	.	* )))	O

1	Our	HAS	speaker	2	np/(n/pp)	ba(s:dcl, fa(np, * 	O	Agent
2	forces	CON	force	3	n/pp	* )	force.n.05	Agent
3	occupied	EPS	occupy	0	(s:dcl\np)/np	fa(s:dcl\np, * 	occupy.v.05	V
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	Patient
5	city	CON	city	3	n	* )	city.n.01	Patient
6	.	NIL	.	5	.	* ))))	O	O

1	She	PRO	female	2	np	ba(s:dcl, * 	female.n.02	Agent
2	baked	EPS	bake	0	(s:dcl\np)/np	fa(s:dcl\np, * 	bake.v.01	V
3	a	DIS	a	4	np/n	rp(np, fa(np, * 	O	Result
4	pie	CON	pie	2	n	* )	pie.n.01	Result
5	.	NIL	.	4	.	* ))))	O	O

1	He	PRO	male	4	np	ba(s:dcl, * 	male.n.02	Theme
2	is	NOW	be	4	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:ng\np), * 	O	O
3	n't	NOT	not	4	(s\np)\(s\np)	* )	O	O
4	running	EXG	run	0	s:ng\np	rp(s:ng\np, * 	run.v.02	V
5	.	NIL	.	4	.	* ))))	O	O

1	Kumi	PER	kumi	3	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	is	NOW	be	3	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, * 	O	O
3	playing	EXG	play	0	(s:ng\np)/np	ba(s:ng\np, fa(s:ng\np, * 	play.v.01	V
4	tennis	CON	tennis	3	n	lx(np, n, * ))	tennis.n.01	Theme
5	now	NOW	now	3	(s\np)\(s\np)	rp((s\np)\(s\np), * 	O	Time
6	.	NIL	.	5	.	* )))))	O	O

1	Nobody	NOT	person	2	np	ba(s:dcl, * 	O	Experiencer
2	loves	ENS	love	0	(s:dcl\np)/np	fa(s:dcl\np, * 	love.v.01	V
3	war	CON	war	2	n	rp(np, lx(np, n, * )	war.n.01	Stimulus
4	.	NIL	.	3	.	* ))))	O	O

1	I	PRO	speaker	3	np	ba(s:dcl, * 	O
2	'm	NOW	be	3	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	Thai	GPO	thailand	0	s:adj\np	rp(s:adj\np, * 	country.n.02
4	.	NIL	.	3	.	* ))))	O

1	I	PRO	speaker	2	np	ba(s:dcl, * 	O	Experiencer
2	had	EPS	have	0	(s:dcl\np)/np	fa(s:dcl\np, * 	have.v.03	V
3	loads	QUV	+	2	n/pp	lx(np, n, fa(n, * 	O	Stimulus
4	of	REL	of	5	pp/np	fa(pp, * 	O	Stimulus
5	fun	CON	fun	3	n	rp(np, lx(np, n, * )	fun.n.01	Stimulus
6	.	NIL	.	5	.	* )))))))	O	O

1	We	PRO	speaker	2	np	ba(s:dcl, * 	O	Agent
2	have	EFS	have	0	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, * 	have.v.06	V
3	lunch	CON	lunch	2	n	lx(np, n, * ))	lunch.n.01	Patient
4	at	REL	at	5	((s:dcl\np)\(s:dcl\np))/np	fa((s:dcl\np)\(s:dcl\np), * 	O	Time
5	midday	CLO	12:00	2	n	rp(np, lx(np, n, * )	O	Time
6	.	NIL	.	5	.	* )))))	O	O

1	Nobody	NOT	person	2	np	rp(s:dcl, ba(s:dcl, * 	person.n.01	Experiencer
2	listens	ENS	listen	0	s:dcl\np	* )	listen.v.01	V
3	.	NIL	.	2	.	* ))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, ba(np, lx(np, n, * )	male.n.02	Agent
2	and	GRP	and	5	conj	* 	O	Agent
3	Mary	PER	mary	2	n	lx(np, n, * )))	female.n.02	Agent
4	are	NOW	be	5	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, * 	O	O
5	playing	EXG	play	0	(s:ng\np)/np	rp(s:ng\np, fa(s:ng\np, * 	play.v.01	V
6	darts	CON	darts	5	n	lx(np, n, * ))	darts.n.01	Theme
7	.	NIL	.	5	.	* ))))	O	O

1	All	AND	entity	3	np/np	rp(s:dcl, ba(s:dcl, fa(np, * 	O
2	the	DEF	the	3	np/n	fa(np, * 	O
3	girls	CON	girl	8	n	ba(n, * 	girl.n.01
4	in	REL	in	6	(n\n)/np	fa(n\n, * 	O
5	my	HAS	speaker	6	np/(n/pp)	fa(np, * 	O
6	class	CON	class	3	n/pp	* )))))	class.n.02
7	are	NOW	be	8	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
8	kind	IST	kind	0	s:adj\np	* ))	kind.a.01
9	.	NIL	.	8	.	* ))	O

1	Mary	PER	mary	2	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	auditioned	EPS	audition	0	(s:dcl\np)/pp	fa(s:dcl\np, * 	audition.v.01	V
3	for	REL	for	5	pp/np	fa(pp, * 	O	Theme
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	Theme
5	part	CON	part	2	n	* )	part.n.07	Theme
6	.	NIL	.	5	.	* )))))	O	O

1	None	NOT	entity	6	np/pp	ba(s:dcl, fa(np, * 	entity.n.01
2	of	REL	of	4	pp/np	fa(pp, * 	O
3	the	DEF	the	4	np/n	fa(np, * 	O
4	books	CON	book	1	n	* )))	book.n.01
5	are	NOW	be	6	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
6	instructive	IST	instructive	0	s:adj\np	rp(s:adj\np, * 	instructive.a.01
7	.	NIL	.	6	.	* ))))	O

1	WW1	HAP	ww1	2	n	ba(s:dcl, lx(np, n, * )	war.n.01	Theme
2	lasted	EPS	last	0	s:dcl\np	ba(s:dcl\np, ba(s:dcl\np, * 	last.v.01	V
3	from	REL	from	4	((s:dcl\np)\(s:dcl\np))/np	fa((s:dcl\np)\(s:dcl\np), * 	O	Start
4	1914	YOC	1914	2	n	lx(np, n, * )))	O	Start
5	until	REL	until	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Finish
6	1918	YOC	1918	2	n	rp(np, lx(np, n, * )	O	Finish
7	.	NIL	.	6	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O
2	table	CON	table	4	n	* )	table.n.02
3	was	PST	be	4	(s:dcl\np)/(s:pss\np)	fa(s:dcl\np, * 	O
4	loaded	IST	loaded	0	(s:pss\np)/pp	fa(s:pss\np, * 	loaded.a.01
5	with	REL	with	6	pp/np	rp(pp, fa(pp, * 	O
6	fruit	CON	fruit	4	n	lx(np, n, * ))	fruit.n.01
7	.	NIL	.	6	.	* )))))	O

1	He	DIS	person	7	np	ba(s:dcl, ba(np, * 	person.n.01	Agent	Agent
2	who	IMP	who	3	(np\np)/(s:dcl\np)	fa(np\np, * 	O	Agent	Agent
3	pays	ENS	pay	1	(s:dcl\np)/np	fa(s:dcl\np, * 	pay.v.01	V	Agent
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	O	Agent
5	piper	ROL	piper	3	n	* )	piper.n.01	O	Agent
6	,	NIL	,	5	,	* ))))	O	O	O
7	calls	ENS	call	0	(s:dcl\np)/np	fa(s:dcl\np, * 	call.v.05	O	V
8	the	DEF	the	9	np/n	rp(np, fa(np, * 	O	O	Theme
9	tune	CON	tune	7	n	* )	tune.n.01	O	Theme
10	.	NIL	.	9	.	* ))))	O	O	O

1	Liisa	PER	liisa	2	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	accused	EPS	accuse	0	((s:dcl\np)/pp)/np	fa(s:dcl\np, fa((s:dcl\np)/pp, * 	accuse.v.01	V
3	me	PRO	speaker	2	np	* )	O	Theme
4	of	REL	of	5	pp/np	fa(pp, * 	O	Attribute
5	negligence	CON	negligence	2	n	rp(np, lx(np, n, * )	negligence.n.01	Attribute
6	.	NIL	.	5	.	* )))))	O	O

1	I	PRO	speaker	3	np	ba(s:dcl, * 	O
2	'm	NOW	be	3	(s:dcl\np)/(s:adj\np)	rp(s:dcl\np, fa(s:dcl\np, * 	O
3	overweight	IST	overweight	0	s:adj\np	* )	overweight.a.01
4	.	NIL	.	3	.	* )))	O

1	We	PRO	speaker	2	np	ba(s:dcl, * 	O	Agent
2	played	EPS	play	0	(s:dcl\np)/np	fa(s:dcl\np, * 	play.v.01	V
3	baseball	CON	baseball	2	n	rp(np, lx(np, n, * )	baseball.n.01	Theme
4	.	NIL	.	3	.	* ))))	O	O

1	Nobody	NOT	person	2	np	ba(s:dcl, * 	person.n.01	Experiencer
2	likes	ENS	like	0	(s:dcl\np)/np	fa(s:dcl\np, * 	like.v.02	V
3	impolite	IST	impolite	4	n/n	rp(np, lx(np, n, fa(n, * 	impolite.a.01	Stimulus
4	salesmen	ROL	salesman	2	n	* ))	salesman.n.01	Stimulus
5	.	NIL	.	4	.	* ))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O
2	boy	CON	boy	4	n	* )	boy.n.01
3	was	PST	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
4	tired	IST	tired	0	s:adj\np	rp(s:adj\np, * 	tired.a.01
5	.	NIL	.	4	.	* ))))	O

1	Tom	PER	tom	3	n	ba(s:dcl, lx(np, n, * )	male.n.02
2	is	NOW	be	3	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	busy	IST	busy	0	s:adj\np	rp(s:adj\np, * 	busy.a.01
4	.	NIL	.	3	.	* ))))	O

1	I	PRO	speaker	2	np	ba(s:dcl, * 	O	Experiencer
2	used	PST	use	0	(s:dcl\np)/(s:to\np)	fa(s:dcl\np, * 	O	O
3	to	NIL	to	4	(s:to\np)/(s:b\np)	fa(s:to\np, * 	O	O
4	hate	EXS	hate	2	(s:b\np)/np	fa(s:b\np, * 	hate.v.01	V
5	Boston	GPE	boston	4	n	rp(np, lx(np, n, * )	city.n.01	Stimulus
6	.	NIL	.	5	.	* ))))))	O	O

1	My	HAS	speaker	2	np/(n/pp)	ba(s:dcl, fa(np, * 	O	O
2	parents	ROL	parent	3	n/pp	* )	parent.n.01	O
3	are	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, bxc((s:dcl\np)/np, * 	be.v.08	V
4	both	AND	both	3	(s:dcl\np)\(s:dcl\np)	* )	O	Theme
5	doctors	ROL	doctor	3	n	rp(np, lx(np, n, * )	doctor.n.01	Co-Theme
6	.	NIL	.	5	.	* ))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	alarm	CON	alarm	3	n	* )	alarm.n.02	Theme
3	went	EPS	go~off	0	(s:dcl\np)/pr	ba(s:dcl\np, fa(s:dcl\np, * 	go_off.v.02	V
4	off	REL	off	3	pr	* )	O	O
5	at	REL	at	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Time
6	five-thirty	CLO	05:30	3	n	rp(np, lx(np, n, * )	O	Time
7	.	NIL	.	6	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	plane	CON	plane	3	n	* )	plane.n.01	Theme
3	took	EPS	take~off	0	((s:dcl\np)/pp)/pr	ba(s:dcl\np, fa(s:dcl\np, fa((s:dcl\np)/pp, * 	take_off.v.01	V
4	off	REL	off	3	pr	* )	O	O
5	from	REL	from	6	pp/np	fa(pp, * 	O	Source
6	Narita	GPE	narita	3	n	lx(np, n, * )))	city.n.01	Source
7	at	REL	at	8	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Time
8	10~a.m	CLO	10:00	3	n	rp(np, lx(np, n, * )	O	Time
9	.	NIL	.	8	.	* )))))	O	O

1	It	NIL	it	2	np	ba(s:dcl, * 	O	O
2	took	EPS	take	0	(((s:dcl\np)/(s:to\np))/np)/np	fa(s:dcl\np, fa((s:dcl\np)/(s:to\np), fa(((s:dcl\np)/(s:to\np))/np, * 	take.v.02	O
3	me	PRO	speaker	2	np	* )	O	Experiencer
4	about	APX	about	5	(n/n)/(n/n)	lx(np, n, fa(n, fa(n/n, * 	O	Duration
5	an	QUC	1	6	n/n	* )	O	Duration
6	hour	UOM	hour	2	n	* )))	hour.n.01	Duration
7	to	NIL	to	8	(s:to\np)/(s:b\np)	rp(s:to\np, fa(s:to\np, * 	O	O
8	read	EXS	read	2	(s:b\np)/pp	fa(s:b\np, * 	read.v.01	V
9	this	PRX	this	10	np/n	ba(pp, fa(np, * 	O	Stimulus
10	book	CON	book	8	n	* )	book.n.01	Stimulus
11	through	REL	through	10	pp\np	* )))	O	Stimulus
12	.	NIL	.	8	.	* ))))	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, ba(np, lx(np, n, * )	male.n.02	Theme
2	and	GRP	and	4	conj	* 	O	Theme
3	Mary	PER	mary	2	n	lx(np, n, * )))	female.n.02	Theme
4	flew	EPS	fly	0	s:dcl\np	ba(s:dcl\np, ba(s:dcl\np, * 	fly.v.01	V
5	to	REL	to	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Destination
6	Boston	GPE	boston	4	n	lx(np, n, * )))	city.n.01	Destination
7	yesterday	PST	day	4	(s\np)\(s\np)	rp((s\np)\(s\np), * 	day.n.03	Time
8	.	NIL	.	7	.	* ))))	O	O

1	Martin~Scorsese	PER	martin~scorsese	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Theme
2	is	ENS	be	0	(s:dcl\np)/np	fa(s:dcl\np, * 	be.v.02	V
3	my	HAS	speaker	5	np/(n/pp)	fa(np, * 	O	Co-Theme
4	favorite	TOP	favorite	5	(n/pp)/(n/pp)	rp(n/pp, fa(n/pp, * 	favorite.a.02	Co-Theme
5	film~director	ROL	film~director	2	n/pp	* )	film_director.n.01	Co-Theme
6	.	NIL	.	5	.	* )))))	O	O

1	Tom	PER	tom	5	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent	Agent
2	grabbed	EPS	grab	5	(s:dcl\np)/np	ba(s:dcl\np, fa(s:dcl\np, * 	grab.v.02	V	O
3	some	DIS	some	4	np/n	fa(np, * 	O	Theme	O
4	paper~towels	CON	paper~towel	2	n	* ))	paper_towel.n.01	Theme	O
5	and	COO	and	0	conj	* 	O	O	O
6	wiped	EPS	wipe	5	(s:dcl\np)/np	fa(s:dcl\np, * 	wipe.v.01	O	V
7	his	HAS	male	8	np/(n/pp)	rp(np, fa(np, * 	male.n.02	O	Source
8	hands	CON	hand	6	n/pp	* )	hand.n.01	O	Source
9	.	NIL	.	8	.	* ))))))	O	O	O

1	Tom	PER	tom	2	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	stole	EPS	steal	0	(s:dcl\np)/pp	fa(s:dcl\np, * 	steal.v.01	V
3	from	REL	from	4	pp/np	fa(pp, * 	O	Source
4	me	PRO	speaker	2	np	rp(np, * 	O	Source
5	.	NIL	.	4	.	* )))))	O	O

1	Charlemagne	PER	charlemagne	3	n	ba(s:dcl, lx(np, n, * )	male.n.02	Theme
2	was	PST	be	3	(s:dcl\np)/(s:pss\np)	ba(s:dcl\np, fa(s:dcl\np, * 	O	O
3	crowned	EXS	crown	0	s:pss\np	* )	crown.v.01	V
4	by	REL	by	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Agent
5	the	DEF	the	6	np/n	rp(np, fa(np, * 	O	Agent
6	Pope	ROL	pope	3	n	* )	pope.n.01	Agent
7	.	NIL	.	6	.	* )))))	O	O

1	Marie	PER	marie	3	n	ba(s:dcl, lx(np, n, * )	female.n.02	Patient
2	has	NOW	have	3	(s:dcl\np)/(s:pt\np)	fa(s:dcl\np, * 	O	O
3	grown	EXT	grow	0	s:pt\np	rp(s:pt\np, * 	grow.v.01	V
4	.	NIL	.	3	.	* ))))	O	O

1	I	PRO	speaker	4	np	ba(s:dcl, * 	O
2	'm	NOW	be	4	(s:dcl\np)/(s:adj\np)	ba(s:dcl\np, fa(s:dcl\np, bxc((s:dcl\np)/(s:adj\np), * 	O
3	not	NOT	not	4	(s\np)\(s\np)	* )	O
4	busy	IST	busy	0	s:adj\np	* )	busy.a.01
5	either	ALT	either	4	(s\np)\(s\np)	rp((s\np)\(s\np), * 	O
6	.	NIL	.	5	.	* ))))	O

1	She	PRO	female	3	np	ba(s:dcl, * 	female.n.02	Agent
2	's	NOW	be	3	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, * 	O	O
3	watching	EXG	watch	0	(s:ng\np)/np	fa(s:ng\np, * 	watch.v.01	V
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	Theme
5	Olympics	CON	olympics	3	n	* )	olympics.n.01	Theme
6	.	NIL	.	5	.	* )))))	O	O

1	Everyone	AND	person	2	np	ba(s:dcl, * 	person.n.01	Experiencer
2	noticed	EPS	notice	0	(s:dcl\np)/np	rp(s:dcl\np, fa(s:dcl\np, * 	notice.v.02	V
3	her	PRO	female	2	np	* )	female.n.02	Stimulus
4	.	NIL	.	2	.	* )))	O	O

1	I	PRO	speaker	2	np	ba(s:dcl, * 	O	Agent
2	spoke	EPS	speak	0	(s:dcl\np)/pp	ba(s:dcl\np, fa(s:dcl\np, * 	speak.v.02	V
3	with	REL	with	4	pp/np	fa(pp, * 	O	Co-Agent
4	her	PRO	female	2	np	* ))	female.n.02	Co-Agent
5	for	REL	for	7	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Duration
6	one	QUC	1	7	n/n	rp(np, lx(np, n, fa(n, * 	O	Duration
7	hour	UOM	hour	2	n	* ))	hour.n.01	Duration
8	.	NIL	.	7	.	* )))))	O	O

1	This	PRX	entity	2	np	ba(s:q, ba(s:dcl, * 	entity.n.01	Theme
2	is	ENS	be	5	(s:dcl\np)/np	fa(s:dcl\np, * 	be.v.02	V
3	your	HAS	hearer	4	np/(n/pp)	fa(np, * 	O	Co-Theme
4	handwriting	CON	handwriting	2	n/pp	* )))	handwriting.n.01	Co-Theme
5	,	NIL	,	0	(s:q\s:dcl)/(s:q/np)	fa(s:q\s:dcl, * 	O	O
6	is	NOW	be	5	(s:q/np)/np	fa(s:q/np, * 	O	O
7	n't	NOT	not	6	s\s	* )	O	O
8	it	PRO	entity	6	np	rp(np, * 	entity.n.01	O
9	?	QUE	?	8	.	* )))))	O	O

1	They	PRO	person	4	np	ba(s:dcl, * 	person.n.01
2	were	PST	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	very	INT	very	4	(s:adj\np)/(s:adj\np)	fa(s:adj\np, * 	very.r.01
4	kind	IST	kind	0	(s:adj\np)/pp	fa(s:adj\np, * 	kind.a.01
5	to	REL	to	6	pp/np	rp(pp, fa(pp, * 	O
6	me	PRO	speaker	4	np	* )	O
7	.	NIL	.	6	.	* ))))))	O

1	Let	FUT	let	0	(s:dcl/(s:b\np))/np	fa(s:dcl, fa(s:dcl/(s:b\np), * 	O	O
2	me	PRO	speaker	1	np	* )	O	Agent
3	pay	EXS	pay	1	s:b\np	rp(s:b\np, * 	pay.v.01	V
4	.	NIL	.	3	.	* )))	O	O

1	His	HAS	male	2	np/(n/pp)	ba(s:dcl, fa(np, * 	male.n.02	Source
2	brain	CON	brain	3	n/pp	* )	brain.n.01	Source
3	bubbles	ENS	bubble	0	s:dcl\np	ba(s:dcl\np, * 	bubble.v.03	V
4	with	REL	with	6	((s\np)\(s\np))/np	fa((s\np)\(s\np), * 	O	Theme
5	new	IST	new	6	n/n	rp(np, lx(np, n, fa(n, * 	new.a.01	Theme
6	ideas	CON	idea	3	n	* ))	idea.n.01	Theme
7	.	NIL	.	6	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Theme
2	boat	CON	boat	3	n	* )	boat.n.01	Theme
3	hugged	EPS	hug	0	(s:dcl\np)/np	fa(s:dcl\np, * 	hug.v.02	V
4	the	DEF	the	5	np/n	rp(np, fa(np, * 	O	Co-Theme
5	shore	CON	shore	3	n	* )	shore.n.01	Co-Theme
6	.	NIL	.	5	.	* ))))	O	O

1	Tom	PER	tom	4	n	ba(s:dcl, lx(np, n, * )	male.n.02	Agent
2	is	NOW	be	4	(s:dcl\np)/(s:ng\np)	fa(s:dcl\np, bxc((s:dcl\np)/(s:ng\np), * 	O	O
3	always	AND	time	4	(s\np)\(s\np)	* )	O	Time
4	bossing	EXG	boss~around	0	((s:ng\np)/pr)/np	fa(s:ng\np, fa((s:ng\np)/pr, * 	boss_around.v.01	V
5	people	CON	person	4	n	lx(np, n, * ))	person.n.01	Patient
6	around	REL	around	4	pr	rp(pr, * 	O	O
7	.	NIL	.	6	.	* )))))	O	O

1	The	DEF	the	2	np/n	ba(s:dcl, fa(np, * 	O	Source
2	pen	CON	pen	4	n	* )	pen.n.01	Source
3	has	NOW	have	4	(s:dcl\np)/(s:pt\np)	fa(s:dcl\np, * 	O	O
4	run	EXT	run~out	0	((s:pt\np)/pp)/pr	fa(s:pt\np, fa((s:pt\np)/pp, * 	run_out.v.01	V
5	out	REL	out	4	pr	* )	O	O
6	of	REL	of	7	pp/np	fa(pp, * 	O	Theme
7	ink	CON	ink	4	n	rp(np, lx(np, n, * )	ink.n.01	Theme
8	.	NIL	.	7	.	* ))))))	O	O

1	Kim	PER	kim	2	n	ba(s:dcl, lx(np, n, * )	female.n.02	Agent
2	smiled	EPS	smile	0	s:dcl\np	ba(s:dcl\np, * 	smile.v.02	V
3	sweetly	IST	sweetly	2	(s\np)\(s\np)	rp((s\np)\(s\np), * 	sweetly.r.01	Manner
4	.	NIL	.	3	.	* ))))	O	O

1	Where	QUE	location	4	(s:wq/(s:q/pp))/pp	fa(s:wq, fa(s:wq/(s:q/pp), * 	location.n.01	Location
2	in	REL	in	4	pp/np	fa(pp, * 	O	O
3	the	DEF	the	4	np/n	fa(np, * 	O	O
4	U.S.A.	GPE	usa	5	n	* )))	country.n.02	O
5	is	ENS	be	0	((s:q/pp)/np)/np	fa(s:q/pp, fa((s:q/pp)/np, * 	be.v.03	V
6	there	NIL	there	5	np	* )	O	V
7	a	DIS	a	9	np/n	rp(np, fa(np, * 	O	Theme
8	Swedish	GPO	sweden	9	n/n	fa(n, * 	country.n.02	Theme
9	embassy	CON	embassy	5	n	* ))	embassy.n.01	Theme
10	?	QUE	?	9	.	* ))))	O	Theme

1	Tom	PER	tom	4	n	rp(s:dcl, ba(s:dcl, lx(np, n, * )	male.n.02
2	is	NOW	be	4	(s:dcl\np)/(s:adj\np)	fa(s:dcl\np, * 	O
3	blissfully	INT	blissfully	4	(s:adj\np)/(s:adj\np)	fa(s:adj\np, * 	blissfully.r.01
4	happy	IST	happy	0	s:adj\np	* )))	happy.a.01
5	.	NIL	.	4	.	* ))	O

